2,3,4,5,6,7,8,9,10,11
0,0,0,0,0,1059.440002,0,0,0,0
0,0,0,0,0,1059.766717,0,0,0,0
0,0,0,0,0,1060.073299,0,0,0,0
0,0,0,0,0,1060.36351,0,0,0,0
0,0,0,0,0,1060.641116,0,0,0,0
0,0,0,0,0,1060.90988,0,0,0,0
0,0,0,0,0,1061.173566,0,0,0,0
0,0,0,0,0,1061.435937,0,0,0,0
0,0,0,0,0,1061.700759,0,0,0,0
0,0,0,0,0,1061.971794,0,0,0,0
0,0,0,0,0,1062.252807,0,0,0,0
0,0,0,0,0,1062.547562,0,0,0,0
0,0,0,0,0,1062.859822,0,0,0,0
0,0,0,0,0,1063.193351,0,0,0,0
0,0,0,0,0,1063.551914,0,0,0,0
0,0,0,0,0,1063.939275,0,0,0,0
0,0,0,0,0,1064.359196,0,0,0,0
0,0,0,0,0,1064.815443,0,0,0,0
0,0,0,0,0,1065.311779,0,0,0,0
0,0,0,0,0,1065.851968,0,0,0,0
0,0,0,0,0,1066.439774,0,0,0,0
0,0,0,0,0,1067.078961,0,0,0,0
0,0,0,0,0,1067.773292,0,0,0,0
0,0,0,0,0,1068.526533,0,0,0,0
0,0,0,0,0,1069.342446,0,0,0,0
0,0,0,0,0,1070.224795,0,0,0,0
0,0,0,0,0,1071.177345,0,0,0,0
0,0,0,0,0,1072.20386,0,0,0,0
0,0,0,0,0,1073.308103,0,0,0,0
0,0,0,0,0,1074.493839,0,0,0,0
0,0,0,0,0,1075.76483,0,0,0,0
0,0,0,0,0,1077.124842,0,0,0,0
0,0,0,0,0,1078.577638,0,0,0,0
0,0,0,0,0,1080.126982,0,0,0,0
0,0,0,0,0,1081.776638,0,0,0,0
0,0,0,0,0,1083.53037,0,0,0,0
0,0,0,0,0,1085.391941,0,0,0,0
0,0,0,0,0,1087.365117,0,0,0,0
0,0,0,0,0,1089.45366,0,0,0,0
0,0,0,0,0,1091.661334,0,0,0,0
0,0,0,0,0,1093.991905,0,0,0,0
0,0,0,0,0,1096.449134,0,0,0,0
0,0,0,0,0,1099.036787,0,0,0,0
0,0,0,0,0,1101.758628,0,0,0,0
0,0,0,0,0,1104.618419,0,0,0,0
0,0,0,0,0,1107.619926,0,0,0,0
0,0,0,0,0,1110.766912,0,0,0,0
0,0,0,0,0,1114.063141,0,0,0,0
0,0,0,0,0,1117.512377,0,0,0,0
0,0,0,0,0,1121.118384,0,0,0,0
0,0,0,0,0,1124.884681,0,0,0,0
0,0,0,0,0,1128.80904,0,0,0,0
0,0,0,0,0,1132.883409,0,0,0,0
0,0,0,0,0,1137.099475,0,0,0,0
0,0,0,0,0,1141.448927,0,0,0,0
0,0,0,0,0,1145.923453,0,0,0,0
0,0,0,0,0,1150.514743,0,0,0,0
0,0,0,0,0,1155.214484,0,0,0,0
0,0,0,0,0,1160.014365,0,0,0,0
0,0,0,0,0,1164.906074,0,0,0,0
0,0,0,0,0,1169.8813,0,0,0,0
0,0,0,0,0,1174.931731,0,0,0,0
0,0,0,0,0,1180.049056,0,0,0,0
0,0,0,0,0,1185.224962,0,0,0,0
0,0,0,0,0,1190.45114,0,0,0,0
0,0,0,0,0,1195.719276,0,0,0,0
0,0,0,0,0,1201.021059,0,0,0,0
0,0,0,0,0,1206.348178,0,0,0,0
0,0,0,0,0,1211.692322,0,0,0,0
0,0,0,0,0,1217.045178,0,0,0,0
0,0,0,0,0,1222.398436,0,0,0,0
0,0,0,0,0,1227.743782,0,0,0,0
0,0,0,0,0,1233.072907,0,0,0,0
0,0,0,0,0,1238.377499,0,0,0,0
0,0,0,0,0,1243.649245,0,0,0,0
0,0,0,0,0,1248.879834,0,0,0,0
0,0,0,0,0,1254.060956,0,0,0,0
0,0,0,0,0,1259.184297,0,0,0,0
0,0,0,0,0,1264.241547,0,0,0,0
0,0,0,0,0,1269.224395,0,0,0,0
0,0,0,0,0,1274.124527,0,0,0,0
0,0,0,0,0,1278.933634,0,0,0,0
0,0,0,0,0,1283.643403,0,0,0,0
0,0,0,0,0,1288.245523,0,0,0,0
0,0,0,0,0,1292.731682,0,0,0,0
0,0,0,0,0,1297.093569,0,0,0,0
0,0,0,0,0,1301.322872,0,0,0,0
0,0,0,0,0,1305.411279,0,0,0,0
0,0,0,0,0,1309.35048,0,0,0,0
0,0,0,0,0,1313.132162,0,0,0,0
0,0,0,0,0,1316.748014,0,0,0,0
0,0,0,0,0,1320.189724,0,0,0,0
0,0,0,0,0,1323.448982,0,0,0,0
0,0,0,0,0,1326.517474,0,0,0,0
0,0,0,0,0,1329.38689,0,0,0,0
0,0,0,0,0,1332.048918,0,0,0,0
0,0,0,0,0,1334.495246,0,0,0,0
0,0,0,0,0,1336.717564,0,0,0,0
0,0,0,0,0,1338.707559,0,0,0,0
0,0,0,0,0,1340.45692,0,0,0,0
0,0,0,0,0,1341.957335,0,0,0,0
